Job Title,Experience Level,Location,Key Technologies,Job Description
Data Scientist,Senior,Jakarta,"Scikit-learn, Pandas, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Mid,Remote,"Swift, Kotlin, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Mid,Bali,"Azure, GCP, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Mid,Jakarta,"Agile, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Machine Learning Engineer,Lead,Jakarta,"Python, scikit-learn, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Lead,Yogyakarta,"Pandas, R, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Junior,Bali,"Scikit-learn, R, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Lead,Jakarta,"TensorFlow, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Lead,Bandung,"Kotlin, Swift, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Frontend Developer,Senior,Surabaya,"HTML, CSS, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Jakarta,"Azure, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Junior,Remote,"Vue.js, JavaScript, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Lead,Remote,"Ansible, AWS, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Senior,Surabaya,"Scrum, User Research, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Mid,Jakarta,"JMeter, Selenium, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Lead,Bali,"InVision, Adobe XD, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
UI/UX Designer,Senior,Bandung,"InVision, Adobe XD, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Backend Developer,Mid,Yogyakarta,"Java, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Lead,Surabaya,"R, Pandas, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Senior,Bali,"InVision, Adobe XD, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Lead,Remote,"Python, TensorFlow, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Senior,Surabaya,"Python, TensorFlow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Junior,Bali,"TestRail, Cypress, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Frontend Developer,Junior,Jakarta,"HTML, Vue.js, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Bandung,"AWS, Ansible, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Junior,Remote,"AWS, Linux, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Lead,Surabaya,"AWS, CloudFormation, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Senior,Surabaya,"Go, Node.js, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
QA Engineer,Senior,Yogyakarta,"Postman, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Lead,Surabaya,"Kubernetes, Linux, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Lead,Yogyakarta,"Adobe XD, Photoshop, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Mid,Remote,"TensorFlow, Python, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Lead,Yogyakarta,"Pandas, Python, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Junior,Surabaya,"Flutter, Swift, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Jakarta,"TensorFlow, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Senior,Remote,"Scikit-learn, TensorFlow, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Junior,Bandung,"Ansible, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Mid,Bandung,"TestRail, Selenium, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Mid,Jakarta,"Ansible, AWS, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Lead,Remote,"React Native, Flutter, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Frontend Developer,Senior,Bandung,"CSS, JavaScript, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Senior,Jakarta,"Ansible, CloudFormation, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Senior,Bandung,"Go, Node.js, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Lead,Bali,"Terraform, Docker, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Junior,Remote,"Python, Java, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Lead,Bandung,"MLflow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Lead,Remote,"MLflow, Python, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Lead,Bali,"AWS, GCP, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Senior,Remote,"Swift, Flutter, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Senior,Bali,"TensorFlow, R, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Backend Developer,Senior,Surabaya,"SQL, Java, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Mid,Remote,"SQL, Go, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Junior,Yogyakarta,"Linux, AWS, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Junior,Bali,"Scikit-learn, TensorFlow, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Mid,Yogyakarta,"Ansible, GCP, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Senior,Surabaya,"Selenium, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Mid,Jakarta,"Kubernetes, Docker, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
QA Engineer,Senior,Bandung,"Cypress, TestRail, Selenium",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Junior,Bali,"Ansible, AWS, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Lead,Bali,"JMeter, Selenium, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Mid,Bandung,"Photoshop, Sketch, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Data Scientist,Junior,Bandung,"Python, Pandas, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Lead,Bali,"TensorFlow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
DevOps Engineer,Mid,Surabaya,"Docker, Terraform, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Mid,Jakarta,"Java, Node.js, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Product Manager,Senior,Bali,"Scrum, Agile, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Mid,Surabaya,"GCP, AWS, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Mid,Bali,"Python, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Frontend Developer,Mid,Surabaya,"JavaScript, CSS, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Mid,Bandung,"Java, Python, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
QA Engineer,Senior,Remote,"Selenium, JMeter, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Product Manager,Junior,Yogyakarta,"Scrum, User Research, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Senior,Yogyakarta,"Dart, Swift, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Mid,Bandung,"SQL, Java, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Lead,Jakarta,"SQL, Python, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Junior,Surabaya,"Node.js, Python, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Junior,Surabaya,"scikit-learn, PyTorch, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Junior,Jakarta,"User Research, JIRA, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Junior,Jakarta,"Flutter, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Mid,Bandung,"AWS, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Junior,Bali,"Figma, Sketch, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Lead,Remote,"Confluence, Scrum, JIRA",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Senior,Bali,"Selenium, JMeter, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Frontend Developer,Senior,Bali,"React, HTML, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Product Manager,Lead,Surabaya,"Confluence, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Junior,Remote,"Ansible, Azure, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Junior,Remote,"Cypress, JMeter, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Mid,Jakarta,"TensorFlow, MLflow, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Mid,Bali,"User Research, Confluence, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Senior,Yogyakarta,"Dart, Flutter, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Lead,Yogyakarta,"InVision, Sketch, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Mid,Bali,"Docker, AWS, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Mobile Developer,Junior,Jakarta,"Kotlin, Flutter, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Remote,"TensorFlow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Frontend Developer,Junior,Yogyakarta,"Vue.js, CSS, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Senior,Jakarta,"InVision, Figma, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
UI/UX Designer,Mid,Remote,"Photoshop, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Backend Developer,Mid,Yogyakarta,"Node.js, Python, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Senior,Jakarta,"MLflow, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Mid,Surabaya,"Photoshop, InVision, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Junior,Yogyakarta,"Python, TensorFlow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
DevOps Engineer,Mid,Bandung,"Linux, Docker, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Machine Learning Engineer,Junior,Yogyakarta,"TensorFlow, Python, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Mid,Yogyakarta,"TensorFlow, R, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Senior,Jakarta,"Azure, CloudFormation, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Mid,Surabaya,"React, Vue.js, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Remote,"AWS, CloudFormation, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Senior,Surabaya,"Terraform, AWS, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Senior,Bali,"Java, Node.js, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Senior,Bandung,"Pandas, Python, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Mid,Bali,"PyTorch, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Lead,Jakarta,"MLflow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Lead,Yogyakarta,"Postman, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Mobile Developer,Lead,Bandung,"Flutter, Swift, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Remote,"scikit-learn, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Lead,Bandung,"Flutter, Kotlin, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Frontend Developer,Lead,Bali,"CSS, JavaScript, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Product Manager,Mid,Jakarta,"Scrum, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Junior,Jakarta,"Azure, AWS, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Mid,Bandung,"React Native, Swift, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Mobile Developer,Lead,Jakarta,"Kotlin, Flutter, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Remote,"MLflow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Lead,Yogyakarta,"Ansible, CloudFormation, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Lead,Surabaya,"Figma, InVision, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Mid,Surabaya,"MLflow, PyTorch, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Mid,Remote,"Swift, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
QA Engineer,Senior,Jakarta,"Postman, TestRail, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Product Manager,Mid,Bali,"Agile, User Research, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Junior,Yogyakarta,"R, Pandas, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Junior,Bali,"Sketch, Figma, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Mid,Yogyakarta,"JMeter, TestRail, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Backend Developer,Mid,Yogyakarta,"Java, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Cloud Architect,Lead,Bandung,"AWS, Ansible, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Junior,Yogyakarta,"scikit-learn, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Mid,Bali,"scikit-learn, Python, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Lead,Bandung,"Dart, Swift, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Bandung,"TensorFlow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Lead,Surabaya,"Azure, GCP, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Junior,Remote,"Selenium, Postman, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Mobile Developer,Senior,Jakarta,"Kotlin, Flutter, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Mobile Developer,Senior,Bali,"Dart, React Native, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Senior,Bandung,"Kubernetes, Linux, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Senior,Bali,"CloudFormation, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Mid,Bandung,"Python, MLflow, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Senior,Bandung,"AWS, Azure, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Mid,Remote,"Vue.js, CSS, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Yogyakarta,"Ansible, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Senior,Surabaya,"Kotlin, Swift, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Senior,Yogyakarta,"Confluence, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Product Manager,Lead,Yogyakarta,"Scrum, JIRA, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
UI/UX Designer,Senior,Bali,"Sketch, Adobe XD, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Senior,Bandung,"Agile, Scrum, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Junior,Surabaya,"JMeter, Cypress, Selenium",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Backend Developer,Mid,Bandung,"SQL, Python, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
UI/UX Designer,Mid,Bali,"Adobe XD, InVision, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Junior,Surabaya,"TensorFlow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Lead,Surabaya,"MLflow, TensorFlow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
